FECHA,O3,UV_MAX,PP
2022-04-01,245.2,11.0,10.8
2022-04-02,245.7,10.0,16.4
2022-04-03,245.4,8.0,0.6000000000000001
2022-04-04,241.6,10.0,1.4
2022-04-05,244.2,10.0,4.2
2022-04-06,243.5,12.0,1.0
2022-04-07,243.8,11.0,0.0
2022-04-08,241.7,12.0,0.3999999999999999
2022-04-09,241.4,7.0,0.0
2022-04-10,241.4,14.0,12.0
2022-04-11,242.2,9.0,0.0
2022-04-12,243.2,11.0,4.8
2022-04-13,243.0,12.0,3.0
2022-04-14,242.5,15.0,0.0
2022-04-15,243.2,14.0,0.0
2022-04-16,243.9,15.0,0.0
2022-04-17,246.4,14.0,0.0
2022-04-18,244.5,12.0,0.0
2022-04-19,243.7,14.0,0.0
2022-04-20,242.7,12.0,0.0
2022-04-21,243.0,11.0,5.2
2022-04-22,246.1,13.0,0.20000000000000018
2022-04-23,245.4,12.0,0.0
2022-04-24,244.8,9.0,0.0
2022-04-25,240.2,12.0,0.0
2022-04-26,244.2,12.0,3.6
2022-04-27,243.5,10.0,0.0
2022-04-28,242.2,9.0,0.0
2022-04-29,243.5,12.0,0.0
2022-04-30,244.1,12.0,0.0
2022-05-01,242.0,11.0,0.0
2022-05-02,242.7,11.0,0.0
2022-05-03,241.9,11.0,0.0
2022-05-04,243.0,8.0,0.0
2022-05-05,242.2,10.0,0.0
2022-05-06,242.8,12.0,0.0
2022-05-07,243.7,11.0,0.0
2022-05-08,243.4,10.0,0.0
2022-05-09,242.2,9.0,0.0
2022-05-10,242.2,11.0,0.0
2022-05-11,244.1,10.0,0.0
2022-05-12,237.4,11.0,2.4
2022-05-13,242.8,8.0,8.6
2022-05-14,242.6,11.0,0.0
2022-05-15,243.8,9.0,0.20000000000000018
2022-05-16,243.2,9.0,9.6
2022-05-17,243.8,7.0,3.0
2022-05-18,242.8,11.0,2.2
2022-05-19,244.0,9.0,0.20000000000000018
2022-05-20,243.3,10.0,3.4
2022-05-21,242.8,10.0,0.3999999999999999
2022-05-22,244.6,10.0,0.0
2022-05-23,243.5,10.0,0.0
2022-05-24,243.5,10.0,0.0
2022-05-25,242.2,9.0,0.0
2022-05-26,242.1,7.0,0.0
2022-05-27,241.7,6.0,0.0
2022-05-28,243.1,8.0,0.20000000000000018
2022-05-29,242.5,9.0,0.0
2022-05-30,244.1,3.0,0.3999999999999999
2022-05-31,244.9,11.0,0.0
